language,dialect,accent,target_language,original,translation,original_check,translation_check,source,human_original_check,human_translation_check
Caspian,Mazandarani,Tonekaboni,Standard Persian,اَسَه تَلا گُرَه نِشناوِسه,اصلاً آواز خروس را نشنیده است.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اَسَه وِرِه سو دِرگا نیانه,اصلاً از او روشنی بیرون نمی آید.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِسه چی خاکی خُشته سر دَکِنُم ؟,حالا چه خاکی به سرم بریزم؟,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اُنِه گِرزه وَرزا یه,موش او ، با گاو نر و شخم زن برابر است.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اصول دین پُرسِنه,اصول دین می پرسد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اَفتاب ( اَوتاو ) کُرا دربُمَه ؟,آفتاب از کدام سمت درآمده است؟,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی اینکُلا اُنکُلا نِکینین,آنقدر این کلاه آن کلاه نکنید.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,این اَسَه خُشته پِرِ بِکاشته نیَه,این اصلاً درست کرده ی پدر خود نیست.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,این گَبه دِ وابِرِس نِشانه,دیگر نمی توان این سخن را هضم کرد و خورد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اگه شانس داشتُم ، می گاو مایه کُولو زاسه,اگر شانس داشتم ، گاوم گوساله ی ماده می زایید.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اگه ترشی نُخاره یه چی وَکَنه,اگر ترشی نخورد ، چیزی می شود.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اگه خُشته گوش ِ پشتِ بِدِی ، اُنه رنگ اَم وینی,اگر توانستی پشت گوشت را ببینی ، می توانی رنگ آن چیز مورد نظر را ببینی.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اَگه تو این کارِ هِکیردی ، مُ کَسِهایه تِریف کَنُم,اگر تو توانستی این کار را انجام دهی ، من برای همه تعریف می کنم.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اگه گِل ِ بُن اَم بیشی ، تِرِه پیدا کَنُم,اگر زیر خاک هم بروی ، پیدایت می کنم.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اگه وِره بُوگی آب سربه جار شُنه ، باوِر کَنه,اگر به او بگویی که آب سربالایی می رود ، باور می کند.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,الّذینَ وَ الّذین ، یک به یک ( روز به روز ) بدتر از این,هر کسی بدتر از شخص دیگری است.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِمه گُولو جیر نُشِنه,از گلوی ما پایین نمی رود.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اگه دریا هم بُشُم ، وَنه یه گُله آو خُشته هَمرَه بَبِرُم,اگر دریا هم بروم ، باید کوزه ای آب ببرم.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِمه چُشم کِلاچ آبا,چشم ما رنگی شد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,ایمسال ِ مِلجَه ، خِنه پارسال ِ مِلجَه یه جینگ جینگ یاد بَدِنه,گنجشک امساله می خواهد به گنجشک پارساله آواز خواندن یاد دهد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اَمِرِه وِچَه ، خُشتِرِه دِچَه,هر چه ما داشتیم برداشت و به مال خود اضافه کرد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,ایمشب ( ایمرو ) تی عُاروسی یَه,امشب ( امروز ) عروسی توست.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِمه گاو دوقلو بِزاسه,گاو ما دوقلو زایید.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِمه گَب رِوَایی نِداره,حرف ما روایی و کاربرد ندارد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِمه نِمِت لوله بابا,نمد ما لوله شد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,آوِ آو کِشَنه,آب را آب می کشد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اُن باشا ، خودی پارسال ِ وَرف باشِه بو,او رفت مثل برف پارسال.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اُن بوروته آدِمِ ماندِنه,شبیه آدم های فرار کرده است.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,از پرکاری بیکارُم,از کار زیاد بیکار هستم.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اَزَه پوسَّخت بابا,شبیه تشکچه ی پوستی شده است.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اُن تِرِه خُشته شِلوار قوزه دَکَنه,او تو را در لای چین شلوارش می گذارد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اُن خُشته هَمرَه هم قَاره,او با خودش نیز قهر است.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اُن خُشته پِرِ رِه فاتحه نُخاندِنه,او برای پدر خود فاتحه نمی خواند.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی وِرِه بُاگوتُم ، می زُوان مو دربُمَه,آنقدر گفتم که زبانم مو درآورد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی شیرپِلا وی دَهَنِ بُوسجَنَه ، ماسِ پِلا یِه پو زَنه,آنقدر شیربرنج دهانش را سوزانده است که وقتی می خواهد برنج را با ماست هم بخورد ، به آن فوت می کند.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی راس بِس ، تی پایِ بُن علف سبز آبو,آنقدر بایست که زیر پایت علف سبز شود.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی بُخارده ، وَزِرِسه,آنقدر خورده که پاره پاره شد.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی نیا هَکِن تی چَشم دربِیَه,آنقدر نگاه کن که چشمت دربیاید.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی تِره زَنُم که گاو ِ حِساب نارِه هَاکِنی,آنقدر تو را می زنم که مثل گاو نعره کنی.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی موس ِمور نَزِن,اینقدر از وضع بد خود سخن نگو.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی کانه کَمِلِ لیها دَنِکِن,اینقدر کاه کهنه و قدیمی را زیر و رو نکن.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
Caspian,Mazandarani,Tonekaboni,Standard Persian,اِندی ریزه مورَه تا دَنِکِن,اینقدر مهره های ریز در رشته نکن.,True,False,https://pourkhalili.blogfa.com/post/46/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%DA%A9%D9%86%D8%A7%DB%8C%D8%A7%D8%AA-%D9%88-%D8%B6%D8%B1%D8%A8-%D8%A7%D9%84%D9%85%D8%AB%D9%84-%D9%87%D8%A7%DB%8C-%D8%AA%D9%86%DA%A9%D8%A7%D8%A8%D9%86%DB%8C-(-%D8%AD%D8%B1%D9%81-%D8%A7%D9%84%D9%81-)-,1.0,1.0
